method,clust,prop
citup,7,0.705211814
citup,7,0.579754941
citup,7,0.696791877
citup,7,0.634913086
citup,7,0.64935415
citup,7,0.548633923
citup,7,0.779888293
citup,7,0.77255031
citup,7,0.867189355
citup,7,0.726326533
citup,9,0.659984459
citup,9,0.728462816
citup,9,0.709877682
citup,9,0.670272707
citup,9,0.64440169
citup,9,0.678078344
citup,9,0.575577548
citup,9,0.749462907
citup,9,0.554929698
citup,9,0.665354774
citup,9,0.687360059
citup,9,0.644773646
citup,9,0.688195953
citup,9,0.551730978
citup,9,0.737221123
citup,9,0.645914009
citup,9,0.837957187
citup,9,0.527812812
citup,9,0.735295403
citup,9,0.708625106
clonevol,5,0.729814529
clonevol,5,0.950609684
clonevol,5,0.860584306
clonevol,5,0.613769927
clonevol,5,0.796432683
clonevol,5,0.910367196
clonevol,5,0.947307704
clonevol,5,0.737761136
clonevol,5,0.909564231
clonevol,5,0.899833291
clonevol,5,0.870528764
clonevol,5,0.810948851
clonevol,5,0.949587128
clonevol,5,0.909117764
clonevol,5,0.81371611
clonevol,5,0.839773097
clonevol,5,0.816034219
clonevol,5,1
clonevol,5,0.727003266
clonevol,5,0.812461355
clonevol,7,0.636605153
clonevol,7,0.918003978
clonevol,7,0.647720711
clonevol,7,0.781770996
clonevol,7,0.830344452
clonevol,7,0.724768412
clonevol,7,0.851808877
clonevol,7,0.799343487
clonevol,7,0.677285091
clonevol,7,0.4731877
clonevol,7,0.756707926
clonevol,7,0.798086914
clonevol,7,0.784863054
clonevol,7,0.808716785
clonevol,7,0.692933177
clonevol,7,0.745169581
clonevol,7,0.851625205
clonevol,7,0.704394603
clonevol,7,0.685819263
clonevol,7,0.69644155
clonevol,9,0.827122724
clonevol,9,0.453674542
clonevol,9,0.775957945
clonevol,9,0.567748236
clonevol,9,0.57501465
clonevol,9,0.710665331
clonevol,9,0.625438163
clonevol,9,0.805709294
clonevol,9,0.777758106
clonevol,9,0.672311737
clonevol,9,0.709816835
clonevol,9,0.872753469
clonevol,9,0.643904331
clonevol,9,0.677320133
clonevol,9,0.581392058
clonevol,9,0.867062386
clonevol,9,0.775034284
clonevol,9,0.74588213
clonevol,9,0.62780769
clonevol,9,0.868001572
lichee,5,0.683388857
lichee,5,0.645142823
lichee,5,0.899352055
lichee,5,0.775701639
lichee,5,0.658279624
lichee,5,0.7697127
lichee,5,0.705979175
lichee,5,0.693643709
lichee,5,0.834921827
lichee,5,0.652663758
lichee,5,0.631796948
lichee,5,0.660026876
lichee,5,0.846473431
lichee,5,0.568808474
lichee,5,0.724487316
lichee,5,0.60573806
lichee,5,0.628798488
lichee,5,0.537541009
lichee,5,0.548545561
lichee,5,0.785886292
lichee,7,0.562291949
lichee,7,0.743008294
lichee,7,0.478149534
lichee,7,0.62187952
lichee,7,0.808357792
lichee,7,0.729655936
lichee,7,0.724298707
lichee,7,0.626142392
lichee,7,0.478972923
lichee,7,0.468983826
lichee,7,0.667428257
lichee,7,0.604014693
lichee,7,0.717515999
lichee,7,0.554276235
lichee,7,0.668915252
lichee,7,0.841543117
lichee,7,0.554762203
lichee,7,0.636387173
lichee,7,0.550616928
lichee,7,0.465646877
lichee,9,0.607008076
lichee,9,0.632905807
lichee,9,0.596238043
lichee,9,0.528061769
lichee,9,0.582501839
lichee,9,0.635545358
lichee,9,0.679147953
lichee,9,0.492405583
lichee,9,0.623345437
lichee,9,0.461095013
lichee,9,0.520501421
lichee,9,0.780036175
lichee,9,0.749233947
lichee,9,0.577055061
lichee,9,0.597988562
lichee,9,0.529280369
lichee,9,0.78046482
lichee,9,0.762857298
lichee,9,0.533140167
lichee,9,0.648380462
pictograph,5,0.630043629
pictograph,5,0.707119603
pictograph,5,0.801796057
pictograph,5,0.654111562
pictograph,5,0.494604344
pictograph,5,0.4664504
pictograph,5,0.482928588
pictograph,5,0.711416216
pictograph,5,0.745309169
pictograph,5,0.500696322
pictograph,5,0.651154087
pictograph,5,0.54931981
pictograph,5,0.640614498
pictograph,5,0.684860888
pictograph,5,0.539304522
pictograph,5,0.619958727
pictograph,5,0.675518509
pictograph,5,0.767973585
pictograph,5,0.649950827
pictograph,5,0.581138618
pictograph,7,0.670354672
pictograph,7,0.624644642
pictograph,7,0.671819655
pictograph,7,0.671339124
pictograph,7,0.479364236
pictograph,7,0.633238537
pictograph,7,0.544339638
pictograph,7,0.644472271
pictograph,7,0.607235233
pictograph,7,0.566198564
pictograph,7,0.676193799
pictograph,7,0.757130059
pictograph,7,0.730113175
pictograph,7,0.591875595
pictograph,7,0.66669836
pictograph,7,0.614575278
pictograph,7,0.735761845
pictograph,7,0.671208188
pictograph,7,0.78671757
pictograph,7,0.712208811
pictograph,9,0.716672922
pictograph,9,0.694442063
pictograph,9,0.743544255
pictograph,9,0.814743129
pictograph,9,0.758002024
pictograph,9,0.778412503
pictograph,9,0.75601285
pictograph,9,0.682238039
pictograph,9,0.763318566
pictograph,9,0.805966111
pictograph,9,0.594924526
pictograph,9,0.686039657
pictograph,9,0.7567394
pictograph,9,0.749525759
pictograph,9,0.719336033
pictograph,9,0.859704025
pictograph,9,0.716530651
pictograph,9,0.677198207
pictograph,9,0.821838251
pictograph,9,0.472033778
